Ключевые слова,Дата и время,Источник,Код события,Категория задачи
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\enterprisecsps.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\enrollmentapi.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\EdgeManager.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\edgehtml.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\dxtrans.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\dwmcore.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\dosvc.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\domgmt.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\dmenrollengine.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\dmcertinst.exe
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\diagtrack.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\devinv.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\DeviceUpdateAgent.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\DeviceEnroller.exe
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\DeviceCensus.exe
	Идентификатор дескриптора:	0x8c

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\dcntel.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\daxexec.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\DataStoreCacheDumpTool.exe
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:26,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\DAFWSD.dll
	Идентификатор дескриптора:	0x78

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:25,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\d3d12SDKLayers.dll
	Идентификатор дескриптора:	0x84

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:25,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\D3D12.dll
	Идентификатор дескриптора:	0x84

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:25,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\crypt32.dll
	Идентификатор дескриптора:	0x84

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:25,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\credssp.dll
	Идентификатор дескриптора:	0x84

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:25,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\credprovs.dll
	Идентификатор дескриптора:	0x84

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:25,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\credprovhost.dll
	Идентификатор дескриптора:	0x84

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:25,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\CredProv2faHelper.dll
	Идентификатор дескриптора:	0x84

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:25,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\coredpus.dll
	Идентификатор дескриптора:	0x6c

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:25,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\comsvcs.dll
	Идентификатор дескриптора:	0x6c

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:25,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\CompatTelRunner.exe
	Идентификатор дескриптора:	0x6c

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:25,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\comdlg32.dll
	Идентификатор дескриптора:	0x6c

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:24,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\comctl32.dll
	Идентификатор дескриптора:	0x6c

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:24,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\combase.dll
	Идентификатор дескриптора:	0x6c

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:24,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\CloudStorageWizard.exe
	Идентификатор дескриптора:	0x6c

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:24,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\CloudNotifications.exe
	Идентификатор дескриптора:	0x6c

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:24,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\Chakradiag.dll
	Идентификатор дескриптора:	0x6c

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
@Аудит успеха,09.05.2018 19:01:24,Microsoft-Windows-Security-Auditing,4907,@Аудит изменения политики,"Изменились параметры @Аудита для объекта.

Предмет:
	Идентификатор безопасности:		СИСТЕМА
	Имя учетной записи:		DESKTOP-PMSI5TC$
	Домен учетной записи:		WORKGROUP
	Идентификатор входа:		0x3E7

Объект:
	Сервер объекта:	Security
	Тип объекта:	File
	Имя объекта:	C:\Windows\System32\Chakra.dll
	Идентификатор дескриптора:	0x6c

Сведения о процессе:
	Идентификатор процесса:	0x43cc
	Имя процесса:	C:\Windows\System32\poqexec.exe

Параметры @Аудита:
	Исходный дескриптор безопасности:	S:AI
	Новый дескриптор безопасности:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
